year,entity1,entity2,co_mention_count,tone_sum,co_mention_tone_avg,org_flag,person_flag
2015,Exxon,Chris Ngige,5,4.198069653497949,0.8396139306995899,1,1
2015,Shell,Muhammad Buhari,330,-1405.256161746374,-4.258352005292042,1,1
2015,Shell,Ahmed Lawan,7,-10.515860280045011,-1.5022657542921445,1,1
2015,Ministry Of Power,Chevron,25,-24.43480412885989,-0.9773921651543958,1,0
2015,Shell,Ministry Of Power,77,-165.05699362284358,-2.1435973197771894,1,0
2015,Ijaw Youth Council,Chevron,22,-103.85529921823148,-4.7206954190105215,1,0
2015,Eric Omare,Chevron,13,-76.71075955387172,-5.900827657990133,1,1
2015,Ministry Of Environment,Chevron,31,-201.43616429818604,-6.497940783812453,1,0
2015,Godwin Emefiele,Chevron,28,-37.81519436248847,-1.3505426558031597,1,1
2015,Nigerian Petroleum Development Company,Exxon,20,-13.287210559843947,-0.6643605279921975,1,0
2015,Maikanti Baru,Exxon,3,2.77842567183414,0.92614189061138,1,1
2015,Shell,Godsday Orubebe,29,-104.1383458380592,-3.5909774426916963,1,1
2015,Shell,Aisha Buhari,2,-4.9126361104077,-2.45631805520385,1,1
2015,Shell,Code Of Conduct Bureau,2,-4.06036291806665,-2.030181459033325,1,0
2015,Shell,National Universities Commission,38,-68.90256026349084,-1.8132252700918643,1,0
2015,Shell,Investigation Department,13,-32.46994464883497,-2.497688049910382,1,0
2015,Nigeria Customs Service,Exxon,2,-5.54435483870968,-2.77217741935484,1,0
2015,Exxon,Code Of Conduct Bureau,2,-5.54435483870968,-2.77217741935484,1,0
2015,Nigeria Police,Exxon,3,-9.48653617905134,-3.162178726350447,1,0
2015,Investigation Department,Exxon,2,-5.54435483870968,-2.77217741935484,1,0
2015,National Emergency Management Agency,Exxon,7,-21.78164589838354,-3.1116636997690774,1,0
2015,Shell,Christian Association Of Nigeria,218,-454.9655189148272,-2.086997793187281,1,0
2015,Exxon,Christian Association Of Nigeria,2,-5.54435483870968,-2.77217741935484,1,0
2015,Revenue Service,Exxon,2,-5.54435483870968,-2.77217741935484,1,0
2015,Exxon,David Mark,4,-8.17797218960046,-2.044493047400115,1,1
2015,Stephen Keshi,Exxon,2,-5.54435483870968,-2.77217741935484,1,1
2015,Shell,Reuben Abati,285,-584.8893093917211,-2.052243190848144,1,1
2015,Shell,Lai Mohammed,810,-1665.4403903641032,-2.0560992473630906,1,1
2015,Shell,Action Congress,99,-188.2993077752755,-1.902013209851268,1,0
2015,Shell,Catholic Church,101,-191.67296077795163,-1.897752086910412,1,0
2015,Shell,Nigeria Professional Football League,8,-20.49335863377608,-2.56166982922201,1,0
2015,Shell,Pope Francis,9,-25.20371556765554,-2.8004128408506155,1,1
2015,Shell,Nigeria Centre For Disease Control,2,-8.62068965517242,-4.31034482758621,1,0
2015,Shell,Revenue Service,67,-127.83790787151328,-1.908028475694228,1,0
2015,Exxon,Christian Church,1,-1.87667560321716,-1.87667560321716,1,0
2015,University Of Technology,Shell,149,-312.72911818656866,-2.098853142191736,1,0
2015,Peter Odili,Chevron,3,-9.58738099325974,-3.195793664419913,1,1
2015,Peter Odili,Exxon,1,-2.1210407239819,-2.1210407239819,1,1
2015,James Ibori,Chevron,16,-20.4211730089587,-1.2763233130599188,1,1
2015,James Ibori,Exxon,1,-2.1210407239819,-2.1210407239819,1,1
2015,Tony Anenih,Chevron,11,-22.6476665772968,-2.0588787797542545,1,1
2015,Shell,First Bank,233,-470.3876225454961,-2.0188309980493395,1,0
2015,Shell,Nyesom Ezenwo Wike,8,4.095873768173693,0.5119842210217116,1,1
2015,National Planning,Chevron,12,-28.85287903938116,-2.4044065866150963,1,0
2015,Chevron,Babatunde Fashola,118,-219.8594011530476,-1.8632152640088775,1,1
2015,Chevron,Audu Ogbeh,21,-46.19884236611931,-2.1999448745771097,1,1
2015,Kayode Fayemi,Chevron,56,-116.5530800099712,-2.081305000178057,1,1
2015,Rotimi Amaechi,Chevron,62,-132.5777387445272,-2.138350624911729,1,1
2015,Chevron,Abubakar Malami,2,-8.32625318606626,-4.16312659303313,1,1
2015,Kemi Adeosun,Chevron,2,-8.32625318606626,-4.16312659303313,1,1
2015,Yakubu Gowon,Shell,104,-136.46829141884558,-1.312195109796592,1,1
2015,Shell,National Coordinator,138,-440.951450751164,-3.1953003677620577,1,0
2015,Revenue Service,Chevron,12,-24.09029382376254,-2.007524485313545,1,0
2015,Shell,Samsung,12,18.80059792505624,1.5667164937546867,1,0
2015,International Energy Agency,Chevron,12,-19.292288473937088,-1.607690706161424,1,0
2015,Umaru Musa Yaradua,Chevron,12,-6.864972172649409,-0.5720810143874507,1,1
2015,Exxon,Department Of State Services,4,-3.701322455132965,-0.9253306137832412,1,0
2015,Shell,Asari Dokubo,164,-397.3932813884708,-2.4231297645638463,1,1
2015,Nigerian Senate,Exxon,2,0.2813132540933598,0.1406566270466799,1,0
2015,Exxon,African Union,7,-26.10563280091622,-3.729376114416602,1,0
2015,International Criminal Court,Exxon,2,-4.11655969975326,-2.05827984987663,1,0
2015,World Health Organization,Exxon,12,-2.42346416179262,-0.2019553468160516,1,0
2015,Exxon,Barack Obama,57,-172.81105400272057,-3.031772877240712,1,1
